tx_unix_ms(phone),rx_unix_ms(esp32),payload_counter,delta_ms,rssi_dbm,tx_device_name
1764057749034,1764057749465,79,431,-67,A72Aziz
1764057749620,1764057750025,81,405,-75,A72Aziz
1764057749912,1764057750326,82,414,-84,A72Aziz
1764057750206,1764057750581,83,375,-81,A72Aziz
1764057750793,1764057751149,85,356,-70,A72Aziz
1764057751371,1764057751713,87,342,-65,A72Aziz
1764057751654,1764057751985,88,331,-69,A72Aziz
1764057752225,1764057752549,90,324,-65,A72Aziz
1764057753074,1764057753398,93,324,-68,A72Aziz
1764057753356,1764057753785,94,429,-76,A72Aziz
1764057753636,1764057753960,95,324,-77,A72Aziz
1764057754219,1764057754522,97,303,-81,A72Aziz
1764057754513,1764057754809,98,296,-78,A72Aziz
1764057754806,1764057755083,99,277,-77,A72Aziz
1764057755987,1764057756487,103,500,-67,A72Aziz
1764057756578,1764057757053,105,475,-76,A72Aziz
1764057756876,1764057757387,106,511,-77,A72Aziz
1764057757468,1764057757893,108,425,-74,A72Aziz
1764057758359,1764057758759,111,400,-73,A72Aziz
1764057758651,1764057759026,112,375,-74,A72Aziz
1764057758945,1764057759300,113,355,-70,A72Aziz
1764057759240,1764057759588,114,348,-69,A72Aziz
1764057759537,1764057759863,115,326,-71,A72Aziz
1764057759831,1764057760149,116,318,-76,A72Aziz
1764057760127,1764057760463,117,336,-73,A72Aziz
1764057760425,1764057760714,118,289,-73,A72Aziz
1764057761613,1764057762131,122,518,-66,A72Aziz
1764057762211,1764057762688,124,477,-67,A72Aziz
1764057762803,1764057763249,126,446,-65,A72Aziz
1764057763099,1764057763522,127,423,-66,A72Aziz
1764057763391,1764057763804,128,413,-65,A72Aziz
1764057763982,1764057764364,130,382,-68,A72Aziz
1764057764275,1764057764653,131,378,-67,A72Aziz
1764057764569,1764057764926,132,357,-71,A72Aziz
1764057764861,1764057765210,133,349,-72,A72Aziz
1764057765155,1764057765491,134,336,-67,A72Aziz
1764057765453,1764057765768,135,315,-72,A72Aziz
1764057765747,1764057766053,136,306,-70,A72Aziz
1764057766336,1764057766612,138,276,-67,A72Aziz
1764057767225,1764057767740,141,515,-69,A72Aziz
1764057767518,1764057768030,142,512,-68,A72Aziz
1764057767814,1764057768302,143,488,-70,A72Aziz
1764057768109,1764057768584,144,475,-73,A72Aziz
1764057768402,1764057768876,145,474,-67,A72Aziz
1764057768697,1764057769149,146,452,-66,A72Aziz
1764057768991,1764057769430,147,439,-65,A72Aziz
1764057769873,1764057770275,150,402,-65,A72Aziz
1764057770765,1764057771122,153,357,-66,A72Aziz
1764057771357,1764057771675,155,318,-66,A72Aziz
1764057771945,1764057772244,157,299,-67,A72Aziz
1764057772238,1764057772528,158,290,-65,A72Aziz
1764057773418,1764057773929,162,511,-66,A72Aziz
1764057773712,1764057774203,163,491,-64,A72Aziz
1764057774005,1764057774489,164,484,-65,A72Aziz
1764057774299,1764057774778,165,479,-64,A72Aziz
1764057775183,1764057775612,168,429,-70,A72Aziz
1764057775475,1764057775942,169,467,-70,A72Aziz
1764057775755,1764057776175,170,420,-64,A72Aziz
1764057776037,1764057776483,171,446,-63,A72Aziz
1764057776320,1764057776737,172,417,-61,A72Aziz
1764057776607,1764057777028,173,421,-70,A72Aziz
1764057776889,1764057777303,174,414,-64,A72Aziz
1764057777457,1764057777861,176,404,-62,A72Aziz
1764057777737,1764057778152,177,415,-67,A72Aziz
1764057778017,1764057778429,178,412,-63,A72Aziz
1764057778606,1764057778985,180,379,-73,A72Aziz
1764057778902,1764057779270,181,368,-63,A72Aziz
1764057779197,1764057779552,182,355,-65,A72Aziz
1764057779493,1764057779851,183,358,-68,A72Aziz
1764057779789,1764057780115,184,326,-62,A72Aziz
1764057780079,1764057780393,185,314,-65,A72Aziz
1764057780667,1764057780958,187,291,-66,A72Aziz
1764057780959,1764057781242,188,283,-66,A72Aziz
1764057781850,1764057782367,191,517,-67,A72Aziz
1764057782145,1764057782657,192,512,-64,A72Aziz
1764057782443,1764057782932,193,489,-67,A72Aziz
1764057782741,1764057783205,194,464,-64,A72Aziz
1764057783036,1764057783488,195,452,-65,A72Aziz
1764057783331,1764057783791,196,460,-67,A72Aziz
1764057783630,1764057784054,197,424,-64,A72Aziz
1764057784221,1764057784615,199,394,-66,A72Aziz
1764057784517,1764057784897,200,380,-64,A72Aziz
1764057784814,1764057785188,201,374,-65,A72Aziz
1764057785120,1764057785459,202,339,-64,A72Aziz
1764057786008,1764057786308,205,300,-67,A72Aziz
1764057786303,1764057786578,206,275,-65,A72Aziz
1764057787487,1764057787989,210,502,-64,A72Aziz
