tx_unix_ms(phone),rx_unix_ms(esp32),payload_counter,delta_ms,rssi_dbm,tx_device_name
1764056939063,1764056939536,172,473,-66,A72Aziz
1764056939653,1764056940062,174,409,-61,A72Aziz
1764056939944,1764056940332,175,388,-61,A72Aziz
1764056940238,1764056940619,176,381,-62,A72Aziz
1764056940531,1764056940899,177,368,-66,A72Aziz
1764056940824,1764056941183,178,359,-66,A72Aziz
1764056941119,1764056941469,179,350,-59,A72Aziz
1764056941413,1764056941757,180,344,-59,A72Aziz
1764056941711,1764056942041,181,330,-61,A72Aziz
1764056943175,1764056943711,186,536,-69,A72Aziz
1764056943472,1764056943997,187,525,-64,A72Aziz
1764056943767,1764056944274,188,507,-65,A72Aziz
1764056944064,1764056944568,189,504,-65,A72Aziz
1764056944358,1764056944833,190,475,-65,A72Aziz
1764056944947,1764056945400,192,453,-70,A72Aziz
1764056945242,1764056945744,193,502,-67,A72Aziz
1764056945542,1764056945965,194,423,-64,A72Aziz
1764056945838,1764056946249,195,411,-64,A72Aziz
1764056946133,1764056946525,196,392,-62,A72Aziz
1764056946730,1764056947104,198,374,-65,A72Aziz
1764056947024,1764056947369,199,345,-68,A72Aziz
1764056947323,1764056947654,200,331,-62,A72Aziz
1764056947621,1764056947931,201,310,-62,A72Aziz
