tx_unix_ms(phone),rx_unix_ms(esp32),payload_counter,delta_ms,rssi_dbm,tx_device_name
1764012394876,1764012395583,130,707,-68,A72Aziz
1764012395173,1764012395870,131,697,-68,A72Aziz
1764012395468,1764012395983,132,515,-69,A72Aziz
1764012395766,1764012396434,133,668,-69,A72Aziz
1764012396062,1764012396548,134,486,-69,A72Aziz
1764012396362,1764012396762,135,400,-66,A72Aziz
1764012396658,1764012396037,136,-621,-66,A72Aziz
1764012396953,1764012397318,137,365,-65,A72Aziz
1764012397248,1764012397662,138,414,-64,A72Aziz
1764012397840,1764012398162,140,322,-65,A72Aziz
1764012398134,1764012398437,141,303,-65,A72Aziz
1764012398429,1764012398726,142,297,-65,A72Aziz
1764012398722,1764012398006,143,-716,-65,A72Aziz
1764012399604,1764012399127,146,-477,-67,A72Aziz
1764012399897,1764012400416,147,519,-66,A72Aziz
1764012400191,1764012400697,148,506,-66,A72Aziz
1764012400481,1764012400971,149,490,-69,A72Aziz
1764012400761,1764012401254,150,493,-66,A72Aziz
1764012401063,1764012401533,151,470,-65,A72Aziz
1764012401356,1764012401813,152,457,-65,A72Aziz
1764012401651,1764012401148,153,-503,-65,A72Aziz
1764012401950,1764012402438,154,488,-66,A72Aziz
1764012402241,1764012402657,155,416,-66,A72Aziz
1764012402537,1764012402938,156,401,-66,A72Aziz
1764012402833,1764012403220,157,387,-66,A72Aziz
1764012403131,1764012403508,158,377,-66,A72Aziz
1764012403426,1764012403785,159,359,-66,A72Aziz
1764012404019,1764012404347,161,328,-70,A72Aziz
1764012404317,1764012404734,162,417,-69,A72Aziz
1764012404610,1764012404908,163,298,-70,A72Aziz
1764012404907,1764012405196,164,289,-69,A72Aziz
1764012405791,1764012406312,167,521,-66,A72Aziz
1764012406086,1764012406600,168,514,-66,A72Aziz
1764012406381,1764012406880,169,499,-67,A72Aziz
1764012406675,1764012407155,170,480,-67,A72Aziz
1764012406969,1764012407443,171,474,-66,A72Aziz
1764012407264,1764012407722,172,458,-67,A72Aziz
1764012407559,1764012407004,173,-555,-66,A72Aziz
1764012407855,1764012408285,174,430,-66,A72Aziz
1764012408146,1764012408648,175,502,-67,A72Aziz
1764012408744,1764012408124,177,-620,-66,A72Aziz
1764012409043,1764012409409,178,366,-67,A72Aziz
1764012409339,1764012409691,179,352,-67,A72Aziz
1764012409636,1764012409969,180,333,-66,A72Aziz
1764012409928,1764012410255,181,327,-66,A72Aziz
1764012410225,1764012410532,182,307,-72,A72Aziz
1764012410520,1764012410813,183,293,-72,A72Aziz
1764012411702,1764012412226,187,524,-69,A72Aziz
1764012411995,1764012412501,188,506,-66,A72Aziz
1764012412287,1764012412788,189,501,-66,A72Aziz
1764012412584,1764012412062,190,-522,-66,A72Aziz
1764012412882,1764012413344,191,462,-67,A72Aziz
1764012413171,1764012413628,192,457,-67,A72Aziz
1764012413443,1764012413918,193,475,-66,A72Aziz
1764012413717,1764012414195,194,478,-66,A72Aziz
1764012413988,1764012414474,195,486,-67,A72Aziz
1764012414558,1764012414035,197,-523,-76,A72Aziz
1764012414853,1764012415319,198,466,-75,A72Aziz
1764012415147,1764012415600,199,453,-76,A72Aziz
1764012415442,1764012415878,200,436,-76,A72Aziz
