tx_unix_ms(phone),rx_unix_ms(esp32),payload_counter,delta_ms,rssi_dbm,tx_device_name
1764006979993,1764006980547,83,554,-68,A72Aziz
1764006980290,1764006980837,84,547,-61,A72Aziz
1764006980587,1764006980105,85,-482,-66,A72Aziz
1764006980883,1764006981395,86,512,-61,A72Aziz
1764006981479,1764006981009,88,-470,-67,A72Aziz
1764006981777,1764006981262,89,-515,-68,A72Aziz
1764006982375,1764006982794,91,419,-65,A72Aziz
1764006982675,1764006982136,92,-539,-68,A72Aziz
1764006982973,1764006982354,93,-619,-69,A72Aziz
1764006983269,1764006983640,94,371,-62,A72Aziz
1764006984164,1764006984822,97,658,-68,A72Aziz
1764006984463,1764006984040,98,-423,-68,A72Aziz
1764006984760,1764006984321,99,-439,-64,A72Aziz
1764006985056,1764006985605,100,549,-63,A72Aziz
1764006985353,1764006985900,101,547,-67,A72Aziz
1764006985955,1764006986449,103,494,-62,A72Aziz
1764006986555,1764006986011,105,-544,-61,A72Aziz
1764006986850,1764006986304,106,-546,-61,A72Aziz
1764006987150,1764006987574,107,424,-65,A72Aziz
1764006987746,1764006987132,109,-614,-61,A72Aziz
1764006988038,1764006988415,110,377,-62,A72Aziz
1764006988338,1764006988700,111,362,-64,A72Aziz
1764006989227,1764006989827,114,600,-59,A72Aziz
1764006989524,1764006989104,115,-420,-58,A72Aziz
1764006989820,1764006990389,116,569,-63,A72Aziz
1764006990117,1764006990669,117,552,-69,A72Aziz
1764006990415,1764006990966,118,551,-57,A72Aziz
1764006990709,1764006990234,119,-475,-58,A72Aziz
1764006991006,1764006991515,120,509,-63,A72Aziz
1764006991300,1764006991793,121,493,-68,A72Aziz
1764006991598,1764006991077,122,-521,-64,A72Aziz
1764006992192,1764006992640,124,448,-69,A72Aziz
1764006992489,1764006992954,125,465,-68,A72Aziz
1764006992786,1764006992218,126,-568,-57,A72Aziz
1764006993381,1764006993762,128,381,-65,A72Aziz
1764006993678,1764006993041,129,-637,-65,A72Aziz
1764006994568,1764006994174,132,-394,-64,A72Aziz
1764006995163,1764006995729,134,566,-64,A72Aziz
1764006995456,1764006995015,135,-441,-64,A72Aziz
1764006996051,1764006996581,137,530,-60,A72Aziz
1764006996347,1764006996853,138,506,-65,A72Aziz
1764006996647,1764006996144,139,-503,-66,A72Aziz
1764006997244,1764006997755,141,511,-76,A72Aziz
1764006997840,1764006997264,143,-576,-64,A72Aziz
1764006998432,1764006998824,145,392,-73,A72Aziz
1764006998727,1764006998104,146,-623,-59,A72Aziz
1764006999918,1764007000508,150,590,-62,A72Aziz
1764007000215,1764007000789,151,574,-64,A72Aziz
1764007000513,1764007000079,152,-434,-75,A72Aziz
1764007000809,1764007000352,153,-457,-64,A72Aziz
1764007001401,1764007001928,155,527,-85,A72Aziz
1764007001992,1764007002475,157,483,-65,A72Aziz
1764007002882,1764007002325,160,-557,-68,A72Aziz
1764007003479,1764007003887,162,408,-68,A72Aziz
1764007004070,1764007004446,164,376,-63,A72Aziz
1764007004358,1764007004741,165,383,-64,A72Aziz
1764007004653,1764007004015,166,-638,-64,A72Aziz
1764007005540,1764007005137,169,-403,-65,A72Aziz
1764007006132,1764007006711,171,579,-66,A72Aziz
1764007006430,1764007006982,172,552,-69,A72Aziz
1764007006725,1764007006260,173,-465,-69,A72Aziz
1764007007319,1764007007827,175,508,-94,A72Aziz
1764007007617,1764007007120,176,-497,-63,A72Aziz
1764007007913,1764007007381,177,-532,-68,A72Aziz
1764007008209,1764007008666,178,457,-63,A72Aziz
1764007008803,1764007008247,180,-556,-63,A72Aziz
1764007009100,1764007009507,181,407,-62,A72Aziz
1764007009395,1764007009807,182,412,-66,A72Aziz
1764007009693,1764007009072,183,-621,-77,A72Aziz
1764007010878,1764007011479,187,601,-79,A72Aziz
1764007011172,1764007011785,188,613,-77,A72Aziz
1764007011469,1764007011038,189,-431,-62,A72Aziz
1764007011764,1764007011326,190,-438,-62,A72Aziz
1764007012061,1764007012605,191,544,-67,A72Aziz
1764007012357,1764007012889,192,532,-79,A72Aziz
1764007012656,1764007012175,193,-481,-62,A72Aziz
1764007012952,1764007013450,194,498,-63,A72Aziz
1764007013253,1764007013728,195,475,-66,A72Aziz
1764007013846,1764007013300,197,-546,-79,A72Aziz
1764007014143,1764007014568,198,425,-65,A72Aziz
1764007014438,1764007014855,199,417,-66,A72Aziz
1764007014735,1764007014137,200,-598,-66,A72Aziz
